DATE	CE_BRAND_FLVR	BRAND_NM	Btlr_Org_LVL_C_Desc	CHNL_GROUP	TRADE_CHNL_DESC	PKG_CAT	Pkg_Cat_Desc	TSR_PCKG_NM	$ Volume	YEAR	MONTH	PERIOD
3/8/2006	3441	 RASPBERRY	SOUTHWEST	MILITARY/GOVT	MILITARY-OTHER	N20O	20Z/600ML	20z NRP 24L S	67.5	2006	3	2
3/8/2006	3554	 STRAWBERRY	GREAT LAKES	SUPERS	SUPERETTE	N56P	500ML 6P	.5L NRP 6P S	8.45	2006	3	2
3/8/2006	3441	 RASPBERRY	SOUTHEAST	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N56P	500ML 6P	.5L NRP 6P	2.11	2006	3	2
3/8/2006	3441	 RASPBERRY	SOUTHEAST	RETAIL COLD	RETAIL SPECIALITY SVCS	N20O	20Z/600ML	20z NRP 24L S	187.5	2006	3	2
3/8/2006	3441	 RASPBERRY	GREAT LAKES	SUPERS	HYPER-MERCHANDISER	N56P	500ML 6P	.5L NRP 6P S	183.86	2006	3	2
3/8/2006	3554	 STRAWBERRY	WEST	MASS MERCHANDISER	MASS MERCHANDISER	N56P	500ML 6P	.5L NRP 6P	152.16	2006	3	2
3/8/2006	3440	 LEMON	MIDWEST	LEISURE	AMUSEMENT/RECREATIONAL	N20O	20Z/600ML	20Z NRP 24L	712.5	2006	3	2
3/8/2006	3441	 RASPBERRY	MIDWEST	CLUBS	CLUB STORE	N20O	20Z/600ML	20Z NRP 24L	2.5	2006	3	2
3/8/2006	3440	 LEMON	NORTHEAST	SUPERS	SUPERETTE	N56P	500ML 6P	.5L NRP 6P S	253.61	2006	3	2
3/8/2006	3440	 LEMON	GREAT LAKES	OTHER SMALL STORES	LIQUOR/BEER/WINE/SOFT	N20O	20Z/600ML	20Z NRP 24L	65	2006	3	2
3/8/2006	3554	 STRAWBERRY	CANADA	FOOD SERVICE	OTHER EATING + DRINKING	N20O	20Z/600ML	.591L NRP 24L *	57.45	2006	3	2
3/8/2006	3554	 STRAWBERRY	GREAT LAKES	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	20Z NRP 24L	2527.5	2006	3	2
3/8/2006	3440	 LEMON	CANADA	EDUCATION	PRIMARY/SECONDARY SCHOOL	N20O	20Z/600ML	.591L NRP 24L *	199.84	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHWEST	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	20Z NRP 24L	507.5	2006	3	2
3/8/2006	3440	 LEMON	SOUTHEAST	LEISURE	LODGING	N20O	20Z/600ML	20z NRP 24L S	40.72	2006	3	2
3/8/2006	3440	 LEMON	NORTHEAST	SUPERS	SUPERMARKET	N20O	20Z/600ML	20Z NRP 24L	1080	2006	3	2
3/8/2006	3441	 RASPBERRY	SOUTHEAST	EDUCATION	PRIMARY/SECONDARY SCHOOL	N56P	500ML 6P	.5L NRP 6P	27.47	2006	3	2
3/8/2006	3441	 RASPBERRY	NORTHEAST	SUPERS	MILITARY-COMMISARY	N20O	20Z/600ML	20Z NRP 24L	25	2006	3	2
3/8/2006	3441	 RASPBERRY	CANADA	EDUCATION	COLLEGE/UNIVERSITY	N20O	20Z/600ML	.591L NRP 24L	434.66	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHWEST	LEISURE	SPORT VENUE	N20O	20Z/600ML	20Z NRP 24L	5	2006	3	2
3/8/2006	3441	 RASPBERRY	NORTHEAST	RETAIL COLD	AUTOMOTIVE SERVICES	N20O	20Z/600ML	20Z NRP 24L	55	2006	3	2
3/8/2006	3441	 RASPBERRY	WEST	WHOLESALE	WHOLESALE	N20O	20Z/600ML	20Z NRP 24L	306.25	2006	3	2
3/8/2006	3441	 RASPBERRY	GREAT LAKES	OTHER SMALL STORES	LIQUOR/BEER/WINE/SOFT	N20O	20Z/600ML	20z NRP 24L S	5	2006	3	2
3/8/2006	3554	 STRAWBERRY	GREAT LAKES	OTHER SMALL STORES	ALL OTHER	N20O	20Z/600ML	20Z NRP 24L	-2.5	2006	3	2
3/8/2006	3440	 LEMON	SOUTHEAST	DRUG STORES	DRUG STORE	N20O	20Z/600ML	20z NRP 24L S	327.5	2006	3	2
3/8/2006	3441	 RASPBERRY	WEST	SUPERS	SUPERMARKET	N20O	20Z/600ML	20Z NRP 24L	880.62	2006	3	2
3/8/2006	3441	 RASPBERRY	SOUTHEAST	RETAIL COLD	AUTOMOTIVE SERVICES	N20O	20Z/600ML	20Z NRP 24L	28.33	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHWEST	RETAIL COLD	AUTOMOTIVE SERVICES	N20O	20Z/600ML	20Z NRP 24L	10	2006	3	2
3/8/2006	3554	 STRAWBERRY	GREAT LAKES	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N20O	20Z/600ML	20z NRP 24L S	25	2006	3	2
3/8/2006	3554	 STRAWBERRY	WEST	MASS MERCHANDISER	MASS MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	67.5	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHWEST	OTHER SMALL STORES	MILITARY-EXCHANGE	N20O	20Z/600ML	20Z NRP 24L	12.5	2006	3	2
3/8/2006	3441	 RASPBERRY	NORTHEAST	OTHER SMALL STORES	LIQUOR/BEER/WINE/SOFT	N20O	20Z/600ML	20z NRP 24L S	2.5	2006	3	2
3/8/2006	3441	 RASPBERRY	SOUTHEAST	LEISURE	AMUSEMENT/RECREATIONAL	N20O	20Z/600ML	20z NRP 24L S	295.31	2006	3	2
3/8/2006	3554	 STRAWBERRY	NORTHEAST	OTHER SMALL STORES	ALL OTHER	N20O	20Z/600ML	20Z NRP 24L	170	2006	3	2
3/8/2006	3554	 STRAWBERRY	GREAT LAKES	FOOD SERVICE	BAR/TAVERN/LICENSED EST	N20O	20Z/600ML	20Z NRP 24L	10	2006	3	2
3/8/2006	3554	 STRAWBERRY	CANADA	LEISURE	LODGING	N20O	20Z/600ML	.591L NRP 24L *	12.49	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHEAST	FOOD SERVICE	QUICK SERVICE RESTAURANT	N56P	500ML 6P	.5L NRP 6P	4.22	2006	3	2
3/8/2006	3441	 RASPBERRY	NORTHEAST	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	237.5	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHWEST	MILITARY/GOVT	GOVERNMENT(NON-MILITARY)	N20O	20Z/600ML	20Z NRP 24L	10	2006	3	2
3/8/2006	3440	 LEMON	CANADA	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	.591L NRP 24L *	62.45	2006	3	2
3/8/2006	3440	 LEMON	MIDWEST	MILITARY/GOVT	GOVERNMENT(NON-MILITARY)	N20O	20Z/600ML	20Z NRP 24L	25	2006	3	2
3/8/2006	3440	 LEMON	SOUTHWEST	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N20O	20Z/600ML	20z NRP 24L S	130	2006	3	2
3/8/2006	3554	 STRAWBERRY	MIDWEST	FOOD SERVICE	QUICK SERVICE RESTAURANT	N56P	500ML 6P	.5L NRP 6P	2.11	2006	3	2
3/8/2006	3441	 RASPBERRY	NORTHEAST	SUPERS	SUPERETTE	N56P	500ML 6P	.5L NRP 6P S	188.09	2006	3	2
3/8/2006	3440	 LEMON	SOUTHWEST	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	20z NRP 24L S	4710	2006	3	2
3/8/2006	3440	 LEMON	CANADA	SUPERS	HYPER-MERCHANDISER	N56P	500ML 6P	.5L NRP 6P	29.58	2006	3	2
3/8/2006	3554	 STRAWBERRY	NORTHEAST	OTHER SMALL STORES	LIQUOR/BEER/WINE/SOFT	N20O	20Z/600ML	20Z NRP 24L	57.5	2006	3	2
3/8/2006	3441	 RASPBERRY	GREAT LAKES	TRANSPORTATION	TRANSPORTATION	N20O	20Z/600ML	20Z NRP 24L	10	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHWEST	WHOLESALE	WHOLESALE	N20O	20Z/600ML	20Z NRP 24L	15	2006	3	2
3/8/2006	3441	 RASPBERRY	MIDWEST	WORKPLACE	PLANT / OFFICE	N20O	20Z/600ML	20Z NRP 24L	325	2006	3	2
3/8/2006	3554	 STRAWBERRY	CANADA	LEISURE	AMUSEMENT/RECREATIONAL	N20O	20Z/600ML	.591L NRP 24L *	102.42	2006	3	2
3/8/2006	3440	 LEMON	SOUTHEAST	DRUG STORES	DRUG STORE	N56P	500ML 6P	.5L NRP 6P	52.83	2006	3	2
3/8/2006	3441	 RASPBERRY	GREAT LAKES	RETAIL COLD	RETAIL SPECIALITY SVCS	N20O	20Z/600ML	20z NRP 24L S	5	2006	3	2
3/8/2006	3440	 LEMON	SOUTHWEST	DRUG STORES	DRUG STORE	N56P	500ML 6P	.5L NRP 6P	38.04	2006	3	2
3/8/2006	3441	 RASPBERRY	WEST	CLUBS	CLUB STORE	N56P	500ML 6P	.5L NRP 6P	118.35	2006	3	2
3/8/2006	3440	 LEMON	CANADA	RETAIL COLD	GENERAL MERCHANDISER	N20O	20Z/600ML	.591L NRP 24L *	177.36	2006	3	2
3/8/2006	3441	 RASPBERRY	NORTHEAST	TRANSPORTATION	TRANSPORTATION	N20O	20Z/600ML	20Z NRP 24L	37.5	2006	3	2
3/8/2006	3441	 RASPBERRY	SOUTHEAST	FOOD SERVICE	BAR/TAVERN/LICENSED EST	N20O	20Z/600ML	20Z NRP 24L	0	2006	3	2
3/8/2006	3440	 LEMON	GREAT LAKES	MILITARY/GOVT	MILITARY-OTHER	N20O	20Z/600ML	20Z NRP 24L	37.5	2006	3	2
3/8/2006	3554	 STRAWBERRY	NORTHEAST	MASS MERCHANDISER	MASS MERCHANDISER	N56P	500ML 6P	.5L NRP 6P S	59.17	2006	3	2
3/8/2006	3440	 LEMON	GREAT LAKES	CLUBS	CASH + CARRY RETAIL	N20O	20Z/600ML	20Z NRP 24L	2.5	2006	3	2
3/8/2006	3440	 LEMON	WEST	DRUG STORES	DRUG STORE	N20O	20Z/600ML	20Z NRP 24L	460	2006	3	2
3/8/2006	3554	 STRAWBERRY	MIDWEST	FOOD SERVICE	BAR/TAVERN/LICENSED EST	N20O	20Z/600ML	20Z NRP 24L	5	2006	3	2
3/8/2006	3441	 RASPBERRY	SOUTHEAST	EDUCATION	PRIMARY/SECONDARY SCHOOL	N20O	20Z/600ML	20Z NRP 24L	566.77	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHWEST	RETAIL COLD	RETAIL SPECIALITY SVCS	N20O	20Z/600ML	20z NRP 24L S	217.5	2006	3	2
3/8/2006	3554	 STRAWBERRY	WEST	CONVENIENCE RETAIL	CONVENIENCE STORE	N56P	500ML 6P	.5L NRP 6P	8.45	2006	3	2
3/8/2006	3554	 STRAWBERRY	CANADA	EDUCATION	COLLEGE/UNIVERSITY	N20O	20Z/600ML	.591L NRP 24L *	197.34	2006	3	2
3/8/2006	3554	 STRAWBERRY	NORTHEAST	SUPERS	MILITARY-COMMISARY	N20O	20Z/600ML	20Z NRP 24L	25	2006	3	2
3/8/2006	3440	 LEMON	NORTHEAST	LEISURE	LODGING	N20O	20Z/600ML	20Z NRP 24L	92.5	2006	3	2
3/8/2006	3440	 LEMON	CANADA	LEISURE	AMUSEMENT/RECREATIONAL	N56P	500ML 6P	.5L NRP 6P	2.11	2006	3	2
3/8/2006	3440	 LEMON	NORTHEAST	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N20O	20Z/600ML	20Z NRP 24L	710	2006	3	2
3/8/2006	3441	 RASPBERRY	WEST	SUPERS	SUPERMARKET	N56P	500ML 6P	.5L NRP 6P	1923.22	2006	3	2
3/8/2006	3441	 RASPBERRY	GREAT LAKES	SUPERS	SUPERETTE	N56P	500ML 6P	.5L NRP 6P S	12.68	2006	3	2
3/8/2006	3554	 STRAWBERRY	CANADA	EDUCATION	PRIMARY/SECONDARY SCHOOL	N20O	20Z/600ML	.591L NRP 24L	512.1	2006	3	2
3/8/2006	3440	 LEMON	NORTHEAST	HEALTHCARE	HEALTH / HOSPITAL	N20O	20Z/600ML	20z NRP 24L S	52.5	2006	3	2
3/8/2006	3554	 STRAWBERRY	NORTHEAST	DRUG STORES	DRUG STORE	N56P	500ML 6P	.5L NRP 6P S	8.45	2006	3	2
3/8/2006	3440	 LEMON	SOUTHEAST	HEALTHCARE	HEALTH / HOSPITAL	N20O	20Z/600ML	20Z NRP 24L	347.08	2006	3	2
3/8/2006	3440	 LEMON	MIDWEST	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N56P	500ML 6P	.5L NRP 6P	4.22	2006	3	2
3/8/2006	3441	 RASPBERRY	SOUTHWEST	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N20O	20Z/600ML	20Z NRP 24L	15	2006	3	2
3/8/2006	3440	 LEMON	MIDWEST	SUPERS	SUPERMARKET	N56P	500ML 6P	.5L NRP 6P	5511.84	2006	3	2
3/8/2006	3440	 LEMON	NORTHEAST	MASS MERCHANDISER	MASS MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	562.5	2006	3	2
3/8/2006	3441	 RASPBERRY	GREAT LAKES	FOOD SERVICE	RESTAURANT	N56P	500ML 6P	.5L NRP 6P S	10.56	2006	3	2
3/8/2006	3440	 LEMON	CANADA	RETAIL COLD	AUTOMOTIVE SERVICES	N20O	20Z/600ML	.591L NRP 24L *	4.99	2006	3	2
3/8/2006	3554	 STRAWBERRY	GREAT LAKES	EDUCATION	PRIMARY/SECONDARY SCHOOL	N20O	20Z/600ML	20Z NRP 24L	2797.5	2006	3	2
3/8/2006	3440	 LEMON	WEST	LEISURE	AMUSEMENT/RECREATIONAL	N20O	20Z/600ML	20Z NRP 24L	386.25	2006	3	2
3/8/2006	3554	 STRAWBERRY	NORTHEAST	FOOD SERVICE	RESTAURANT	N20O	20Z/600ML	20Z NRP 24L	52.5	2006	3	2
3/8/2006	3554	 STRAWBERRY	NORTHEAST	MASS MERCHANDISER	MASS MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	195	2006	3	2
3/8/2006	3440	 LEMON	SOUTHEAST	LEISURE	AMUSEMENT/RECREATIONAL	N56P	500ML 6P	.5L NRP 6P	27.47	2006	3	2
3/8/2006	3440	 LEMON	NORTHEAST	RETAIL COLD	GENERAL MERCHANDISER	N20O	20Z/600ML	20z NRP 24L S	20	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHEAST	RETAIL COLD	AUTOMOTIVE SERVICES	N20O	20Z/600ML	20z NRP 24L S	20	2006	3	2
3/8/2006	3441	 RASPBERRY	SOUTHEAST	HEALTHCARE	HEALTH / HOSPITAL	N20O	20Z/600ML	20Z NRP 24L	260.2	2006	3	2
3/8/2006	3554	 STRAWBERRY	GREAT LAKES	SUPERS	HYPER-MERCHANDISER	N56P	500ML 6P	.5L NRP 6P	2050.03	2006	3	2
3/8/2006	3440	 LEMON	GREAT LAKES	SUPERS	HYPER-MERCHANDISER	N56P	500ML 6P	.5L NRP 6P S	213.45	2006	3	2
3/8/2006	3440	 LEMON	SOUTHEAST	LEISURE	SPORT VENUE	N20O	20Z/600ML	20z NRP 24L S	5	2006	3	2
3/8/2006	3554	 STRAWBERRY	NORTHEAST	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	20z NRP 24L S	75	2006	3	2
3/8/2006	3441	 RASPBERRY	CANADA	MASS MERCHANDISER	MASS MERCHANDISER	N56P	500ML 6P	.5L NRP 6P*	112.01	2006	3	2
3/8/2006	3554	 STRAWBERRY	GREAT LAKES	SUPERS	SUPERMARKET	N56P	500ML 6P	.5L NRP 6P S	76.08	2006	3	2
3/8/2006	3440	 LEMON	SOUTHEAST	LEISURE	SPORT VENUE	N20O	20Z/600ML	20Z NRP 24L	25	2006	3	2
3/8/2006	3554	 STRAWBERRY	MIDWEST	DRUG STORES	DRUG STORE	N56P	500ML 6P	.5L NRP 6P	21.13	2006	3	2
3/8/2006	3440	 LEMON	GREAT LAKES	FOOD SERVICE	OTHER EATING + DRINKING	N20O	20Z/600ML	20z NRP 24L S	5	2006	3	2
3/8/2006	3440	 LEMON	GREAT LAKES	FOOD SERVICE	BAR/TAVERN/LICENSED EST	N20O	20Z/600ML	20Z NRP 24L	7.5	2006	3	2
3/8/2006	3441	 RASPBERRY	MIDWEST	DRUG STORES	DRUG STORE	N20O	20Z/600ML	20Z NRP 24L	265	2006	3	2
3/8/2006	3440	 LEMON	SOUTHWEST	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	395	2006	3	2
3/8/2006	3440	 LEMON	NORTHEAST	EDUCATION	PRIMARY/SECONDARY SCHOOL	N20O	20Z/600ML	20z NRP 24L S	267.5	2006	3	2
3/8/2006	3440	 LEMON	WEST	OTHER SMALL STORES	LIQUOR/BEER/WINE/SOFT	N20O	20Z/600ML	20Z NRP 24L	112.5	2006	3	2
3/8/2006	3440	 LEMON	MIDWEST	FOOD SERVICE	OTHER EATING + DRINKING	N20O	20Z/600ML	20Z NRP 24L	110	2006	3	2
3/8/2006	3440	 LEMON	SOUTHWEST	MASS MERCHANDISER	MASS MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	70	2006	3	2
3/8/2006	3440	 LEMON	MIDWEST	CLUBS	CLUB STORE	N20O	20Z/600ML	20Z NRP 24L	5	2006	3	2
3/8/2006	3554	 STRAWBERRY	WEST	FOOD SERVICE	QUICK SERVICE RESTAURANT	N20O	20Z/600ML	20Z NRP 24L	447.5	2006	3	2
3/8/2006	3440	 LEMON	GREAT LAKES	OTHER SMALL STORES	MILITARY-EXCHANGE	N20O	20Z/600ML	20z NRP 24L S	2.5	2006	3	2
3/8/2006	3441	 RASPBERRY	GREAT LAKES	DRUG STORES	DRUG STORE	N56P	500ML 6P	.5L NRP 6P	44.38	2006	3	2
3/8/2006	3441	 RASPBERRY	MIDWEST	FOOD SERVICE	OTHER EATING + DRINKING	N20O	20Z/600ML	20Z NRP 24L	110	2006	3	2
3/8/2006	3554	 STRAWBERRY	WEST	FOOD SERVICE	OTHER EATING + DRINKING	N20O	20Z/600ML	20Z NRP 24L	40	2006	3	2
3/8/2006	3441	 RASPBERRY	NORTHEAST	WHOLESALE	WHOLESALE	N20O	20Z/600ML	20z NRP 24L S	120	2006	3	2
3/8/2006	3440	 LEMON	GREAT LAKES	FOOD SERVICE	QUICK SERVICE RESTAURANT	N20O	20Z/600ML	20z NRP 24L S	20	2006	3	2
3/8/2006	3554	 STRAWBERRY	NORTHEAST	FOOD SERVICE	OTHER EATING + DRINKING	N20O	20Z/600ML	20Z NRP 24L	247.5	2006	3	2
3/8/2006	3441	 RASPBERRY	MIDWEST	FOOD SERVICE	BAR/TAVERN/LICENSED EST	N20O	20Z/600ML	20Z NRP 24L	5	2006	3	2
3/8/2006	3440	 LEMON	MIDWEST	CONVENIENCE RETAIL	CONVENIENCE STORE	N56P	500ML 6P	.5L NRP 6P	21.13	2006	3	2
3/8/2006	3441	 RASPBERRY	WEST	MASS MERCHANDISER	MASS MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	561.25	2006	3	2
3/8/2006	3440	 LEMON	MIDWEST	SUPERS	MILITARY-COMMISARY	N56P	500ML 6P	.5L NRP 6P	14.79	2006	3	2
3/8/2006	3440	 LEMON	NORTHEAST	TRANSPORTATION	TRANSPORTATION	N20O	20Z/600ML	20z NRP 24L S	5	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHWEST	CONVENIENCE RETAIL	CONVENIENCE STORE	N20O	20Z/600ML	20z NRP 24L S	3090	2006	3	2
3/8/2006	3441	 RASPBERRY	SOUTHWEST	SUPERS	SUPERETTE	N20O	20Z/600ML	20z NRP 24L S	25	2006	3	2
3/8/2006	3440	 LEMON	NORTHEAST	OTHER SMALL STORES	ALL OTHER	N56P	500ML 6P	.5L NRP 6P S	12.68	2006	3	2
3/8/2006	3440	 LEMON	MIDWEST	WORKPLACE	PLANT / OFFICE	N20O	20Z/600ML	20Z NRP 24L	310	2006	3	2
3/8/2006	3440	 LEMON	GREAT LAKES	WHOLESALE	WHOLESALE	N20O	20Z/600ML	20Z NRP 24L	892.5	2006	3	2
3/8/2006	3440	 LEMON	CANADA	OTHER SMALL STORES	ALL OTHER	N56P	500ML 6P	.5L NRP 6P	10.56	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHEAST	WORKPLACE	PLANT / OFFICE	N20O	20Z/600ML	20Z NRP 24L	131.25	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHEAST	EDUCATION	COLLEGE/UNIVERSITY	N20O	20Z/600ML	20z NRP 24L S	357.91	2006	3	2
3/8/2006	3441	 RASPBERRY	SOUTHWEST	RETAIL COLD	RETAIL SPECIALITY SVCS	N20O	20Z/600ML	20Z NRP 24L	36.87	2006	3	2
3/8/2006	3440	 LEMON	CANADA	LEISURE	AMUSEMENT/RECREATIONAL	N20O	20Z/600ML	.591L NRP 24L	494.62	2006	3	2
3/8/2006	3440	 LEMON	CANADA	TRANSPORTATION	TRANSPORTATION	N20O	20Z/600ML	.591L NRP 24L	64.95	2006	3	2
3/8/2006	3440	 LEMON	NORTHEAST	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N20O	20Z/600ML	20z NRP 24L S	77.5	2006	3	2
3/8/2006	3440	 LEMON	NORTHEAST	SUPERS	HYPER-MERCHANDISER	N56P	500ML 6P	.5L NRP 6P S	460.72	2006	3	2
3/8/2006	3440	 LEMON	GREAT LAKES	DRUG STORES	DRUG STORE	N20O	20Z/600ML	20z NRP 24L S	0	2006	3	2
3/8/2006	3554	 STRAWBERRY	MIDWEST	MILITARY/GOVT	GOVERNMENT(NON-MILITARY)	N20O	20Z/600ML	20Z NRP 24L	22.5	2006	3	2
3/8/2006	3440	 LEMON	SOUTHWEST	OTHER SMALL STORES	MILITARY-EXCHANGE	N20O	20Z/600ML	20Z NRP 24L	25	2006	3	2
3/8/2006	3441	 RASPBERRY	SOUTHWEST	SUPERS	MILITARY-COMMISARY	N20O	20Z/600ML	20Z NRP 24L	7.5	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHWEST	SUPERS	SUPERMARKET	N20O	20Z/600ML	20z NRP 24L S	415	2006	3	2
3/8/2006	3440	 LEMON	MIDWEST	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	492.5	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHEAST	SUPERS	SUPERETTE	N20O	20Z/600ML	20z NRP 24L S	60	2006	3	2
3/8/2006	3441	 RASPBERRY	WEST	RETAIL COLD	AUTOMOTIVE SERVICES	N20O	20Z/600ML	20Z NRP 24L	40	2006	3	2
3/8/2006	3554	 STRAWBERRY	CANADA	WORKPLACE	PLANT / OFFICE	N20O	20Z/600ML	.591L NRP 24L *	12.49	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHWEST	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	20Z NRP 24L	240	2006	3	2
3/8/2006	3441	 RASPBERRY	CANADA	OTHER SMALL STORES	ALL OTHER	N56P	500ML 6P	.5L NRP 6P*	-8.45	2006	3	2
3/8/2006	3441	 RASPBERRY	CANADA	MILITARY/GOVT	GOVERNMENT(NON-MILITARY)	N20O	20Z/600ML	.591L NRP 24L	4.99	2006	3	2
3/8/2006	3440	 LEMON	GREAT LAKES	SUPERS	HYPER-MERCHANDISER	N20O	20Z/600ML	20z NRP 24L S	7.5	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHEAST	MILITARY/GOVT	GOVERNMENT(NON-MILITARY)	N20O	20Z/600ML	20z NRP 24L S	45	2006	3	2
3/8/2006	3440	 LEMON	NORTHEAST	MASS MERCHANDISER	MASS MERCHANDISER	N56P	500ML 6P	.5L NRP 6P	843.26	2006	3	2
3/8/2006	3440	 LEMON	CANADA	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N20O	20Z/600ML	.591L NRP 24L	29.97	2006	3	2
3/8/2006	3441	 RASPBERRY	GREAT LAKES	OTHER SMALL STORES	ALL OTHER	N56P	500ML 6P	.5L NRP 6P	0	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHWEST	CONVENIENCE RETAIL	CONVENIENCE STORE	N56P	500ML 6P	.5L NRP 6P	10.56	2006	3	2
3/8/2006	3554	 STRAWBERRY	WEST	DRUG STORES	DRUG STORE	N56P	500ML 6P	.5L NRP 6P	12.68	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHEAST	MILITARY/GOVT	GOVERNMENT(NON-MILITARY)	N56P	500ML 6P	.5L NRP 6P	4.22	2006	3	2
3/8/2006	3441	 RASPBERRY	WEST	MILITARY/GOVT	GOVERNMENT(NON-MILITARY)	N20O	20Z/600ML	20Z NRP 24L	27.5	2006	3	2
3/8/2006	3440	 LEMON	CANADA	HEALTHCARE	HEALTH / HOSPITAL	N20O	20Z/600ML	.591L NRP 24L	127.4	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHWEST	WORKPLACE	PLANT / OFFICE	N20O	20Z/600ML	20z NRP 24L S	170	2006	3	2
3/8/2006	3554	 STRAWBERRY	MIDWEST	EDUCATION	COLLEGE/UNIVERSITY	N56P	500ML 6P	.5L NRP 6P	6.34	2006	3	2
3/8/2006	3554	 STRAWBERRY	NORTHEAST	SUPERS	SUPERETTE	N56P	500ML 6P	.5L NRP 6P S	97.21	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHEAST	FOOD SERVICE	QUICK SERVICE RESTAURANT	N20O	20Z/600ML	20z NRP 24L S	287.5	2006	3	2
3/8/2006	3441	 RASPBERRY	NORTHEAST	SUPERS	MILITARY-COMMISARY	N56P	500ML 6P	.5L NRP 6P	188.09	2006	3	2
3/8/2006	3440	 LEMON	WEST	SUPERS	SUPERMARKET	N56P	500ML 6P	.5L NRP 6P	2128.23	2006	3	2
3/8/2006	3440	 LEMON	CANADA	RETAIL COLD	GENERAL MERCHANDISER	N56P	500ML 6P	.5L NRP 6P*	2.11	2006	3	2
3/8/2006	3440	 LEMON	WEST	MILITARY/GOVT	GOVERNMENT(NON-MILITARY)	N20O	20Z/600ML	20Z NRP 24L	36.25	2006	3	2
3/8/2006	3440	 LEMON	CANADA	LEISURE	SPORT VENUE	N20O	20Z/600ML	.591L NRP 24L *	12.49	2006	3	2
3/8/2006	3441	 RASPBERRY	NORTHEAST	OTHER SMALL STORES	LOCAL+TRADITIONAL GROCERY	N20O	20Z/600ML	20Z NRP 24L	505	2006	3	2
3/8/2006	3554	 STRAWBERRY	MIDWEST	FOOD SERVICE	QUICK SERVICE RESTAURANT	N20O	20Z/600ML	20Z NRP 24L	555	2006	3	2
3/8/2006	3554	 STRAWBERRY	CANADA	RETAIL COLD	RETAIL SPECIALITY SVCS	N20O	20Z/600ML	.591L NRP 24L *	34.97	2006	3	2
3/8/2006	3554	 STRAWBERRY	GREAT LAKES	LEISURE	LODGING	N20O	20Z/600ML	20z NRP 24L S	15	2006	3	2
3/8/2006	3440	 LEMON	GREAT LAKES	WORKPLACE	PLANT / OFFICE	N20O	20Z/600ML	20z NRP 24L S	5	2006	3	2
3/8/2006	3554	 STRAWBERRY	SOUTHWEST	LEISURE	LODGING	N20O	20Z/600ML	20z NRP 24L S	17.5	2006	3	2
3/8/2006	3441	 RASPBERRY	NORTHEAST	HEALTHCARE	HEALTH / HOSPITAL	N20O	20Z/600ML	20Z NRP 24L	747.5	2006	3	2
3/8/2006	3554	 STRAWBERRY	GREAT LAKES	LEISURE	SPORT VENUE	N20O	20Z/600ML	20Z NRP 24L	20	2006	3	2
